,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
310,45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
311,34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure,no
312,32,management,single,tertiary,no,623,no,no,telephone,24,dec,273,1,203,1,failure,no
313,35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,no
314,29,services,single,secondary,no,31,yes,no,cellular,11,may,82,1,369,3,other,no
315,29,blue-collar,married,secondary,no,751,yes,no,cellular,6,may,211,1,288,5,success,no
316,36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure,no
317,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,19,nov,517,2,187,3,failure,no
318,46,blue-collar,single,primary,no,3046,yes,yes,cellular,18,nov,84,1,183,1,other,no
319,38,blue-collar,single,secondary,no,238,yes,no,cellular,8,may,86,1,366,2,failure,no
320,41,housemaid,single,secondary,no,2184,no,no,cellular,19,nov,98,1,153,2,failure,no
321,36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,no
322,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure,no
323,48,management,divorced,tertiary,no,428,yes,no,cellular,4,may,347,2,167,2,failure,no
324,34,blue-collar,married,secondary,no,649,yes,no,cellular,6,may,224,1,363,1,other,no
325,35,services,divorced,secondary,no,78,yes,no,telephone,13,may,630,3,371,3,failure,no
326,33,management,married,tertiary,no,17946,yes,no,cellular,4,may,15,4,87,6,failure,no
327,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,232,1,147,2,failure,no
328,33,blue-collar,married,secondary,no,1905,yes,no,cellular,13,may,39,1,301,2,success,no
329,33,blue-collar,single,secondary,no,706,yes,no,cellular,7,apr,329,1,322,1,failure,no
330,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
331,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no
332,33,entrepreneur,married,tertiary,no,2179,yes,yes,cellular,7,may,217,1,167,2,other,no
333,51,management,single,tertiary,no,0,yes,no,telephone,29,jan,121,1,244,2,failure,no
334,38,technician,married,tertiary,no,732,no,no,cellular,2,nov,53,2,161,1,failure,no
335,33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,failure,no
336,37,technician,married,secondary,no,807,yes,no,cellular,12,may,807,3,172,4,failure,no
337,48,services,married,primary,no,1496,yes,no,telephone,29,jan,284,2,258,2,failure,no
338,37,technician,married,tertiary,no,183,yes,no,cellular,29,jan,51,1,258,1,failure,no
339,52,blue-collar,married,secondary,no,568,yes,no,telephone,17,apr,246,1,317,1,failure,no
340,48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success,no
341,38,admin.,married,secondary,no,505,yes,yes,cellular,21,nov,119,1,157,2,failure,no
342,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,no
343,43,blue-collar,married,primary,no,1288,yes,no,cellular,13,apr,136,1,334,1,failure,no
344,26,services,married,secondary,no,44,yes,yes,cellular,4,feb,193,2,237,20,other,no
345,34,retired,married,secondary,no,165,no,no,cellular,12,may,99,1,370,1,failure,no
346,28,unemployed,married,secondary,no,293,yes,no,cellular,20,apr,230,1,329,3,failure,no
347,33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,no
348,52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,no
349,31,services,single,secondary,no,1599,no,no,cellular,30,apr,226,1,78,2,success,no
350,32,blue-collar,divorced,secondary,no,201,yes,no,cellular,15,may,63,8,365,24,other,no
351,39,blue-collar,married,primary,no,143,yes,no,cellular,20,apr,6,2,348,1,other,no
352,44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
353,31,admin.,married,secondary,no,728,yes,yes,cellular,15,may,152,1,352,4,failure,no
354,36,blue-collar,single,secondary,no,275,yes,no,cellular,17,apr,89,1,332,2,failure,no
355,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,no
356,49,technician,married,secondary,no,1811,yes,yes,cellular,2,feb,168,2,245,1,other,no
357,38,admin.,married,secondary,no,66,yes,no,cellular,14,may,51,1,365,7,failure,no
358,32,management,single,tertiary,no,156,yes,no,cellular,4,feb,82,2,246,6,failure,no
359,34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,no
360,33,blue-collar,married,primary,no,415,yes,no,cellular,5,may,316,1,337,4,success,no
361,47,technician,married,secondary,no,232,yes,no,cellular,5,may,166,2,285,1,failure,no
362,58,blue-collar,married,secondary,no,1507,yes,yes,cellular,19,nov,255,6,189,1,other,no
363,26,student,single,secondary,no,2138,yes,no,cellular,15,may,18,8,371,1,other,no
364,53,services,married,secondary,no,367,yes,yes,cellular,29,jan,155,1,261,2,failure,no
365,43,entrepreneur,married,secondary,no,-480,yes,yes,cellular,18,may,1126,1,350,6,failure,no
366,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no
367,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
368,34,management,married,tertiary,no,714,yes,no,cellular,21,nov,328,4,113,27,failure,no
369,55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,no
370,44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,no
371,59,self-employed,married,tertiary,no,6237,yes,no,cellular,8,may,63,1,169,2,failure,no
372,30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,nov,405,1,139,1,failure,no
373,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
374,53,technician,married,secondary,no,2818,yes,no,cellular,19,nov,131,1,126,7,failure,no
375,38,technician,single,tertiary,no,876,yes,no,cellular,13,may,5,7,355,4,failure,no
376,35,services,married,secondary,no,302,yes,no,cellular,6,may,137,1,364,1,failure,no
377,31,technician,single,secondary,no,656,yes,no,cellular,7,may,158,1,275,1,other,no
378,38,technician,divorced,tertiary,no,915,yes,no,cellular,5,feb,22,7,266,4,other,no
379,30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,no
380,28,management,single,tertiary,no,207,no,no,cellular,28,aug,129,1,94,4,failure,no
381,53,blue-collar,married,secondary,no,6112,no,no,cellular,30,apr,211,1,86,1,success,no
382,37,technician,married,tertiary,no,549,no,no,cellular,4,jun,217,2,94,1,success,no
383,29,blue-collar,single,primary,no,722,yes,no,cellular,15,may,78,1,359,1,failure,no
384,32,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,293,3,322,2,failure,no
385,55,management,married,tertiary,no,505,yes,no,cellular,17,apr,58,1,316,1,other,no
386,39,management,single,tertiary,no,11971,yes,no,telephone,15,may,75,10,179,5,failure,no
387,58,retired,married,secondary,no,502,yes,no,cellular,12,may,197,2,370,3,failure,no
388,44,blue-collar,married,secondary,no,167,yes,no,cellular,15,may,79,2,373,1,failure,no
389,38,blue-collar,divorced,secondary,no,814,yes,no,cellular,21,nov,1166,1,155,3,other,no
390,31,management,married,tertiary,no,527,yes,yes,cellular,15,may,98,2,359,1,failure,no
391,39,management,married,tertiary,no,272,yes,no,cellular,9,apr,85,1,325,1,other,no
392,60,housemaid,divorced,secondary,no,2063,no,no,cellular,21,aug,54,5,86,3,failure,no
393,31,technician,single,tertiary,no,2530,yes,no,cellular,16,apr,60,1,342,1,failure,no
394,35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
395,50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,92,4,success,no
396,30,admin.,married,secondary,no,182,yes,yes,cellular,5,may,143,1,364,1,failure,no
397,36,management,single,tertiary,no,4,yes,no,cellular,7,jul,529,1,61,3,success,no
398,38,services,married,secondary,no,5293,yes,no,cellular,21,nov,1199,3,155,3,other,no
399,40,self-employed,married,secondary,no,311,yes,no,cellular,6,may,205,1,351,2,failure,no
400,36,technician,married,secondary,no,1497,no,yes,cellular,21,nov,455,2,94,3,other,no
401,50,entrepreneur,married,primary,no,300,yes,no,cellular,8,may,99,1,339,2,other,no
402,35,services,single,secondary,no,313,yes,no,cellular,11,may,195,2,301,3,failure,no
403,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,119,2,337,2,failure,no
404,37,admin.,single,primary,no,91,yes,no,cellular,4,feb,283,2,273,2,failure,no
405,33,admin.,married,secondary,no,48,yes,no,cellular,18,may,164,5,294,3,failure,no
406,26,management,single,tertiary,no,170,no,no,cellular,2,oct,160,2,109,1,success,no
407,31,admin.,single,secondary,no,554,yes,no,cellular,25,may,97,3,103,2,failure,no
408,39,blue-collar,married,secondary,no,49,yes,no,cellular,14,may,566,1,370,2,failure,no
409,41,management,married,secondary,no,280,yes,no,cellular,2,jun,88,1,95,2,success,no
410,39,services,married,secondary,no,18,yes,yes,cellular,20,apr,155,1,154,2,failure,no
411,40,housemaid,divorced,secondary,no,1194,yes,no,cellular,12,may,517,1,173,2,failure,no
412,50,admin.,divorced,secondary,no,124,yes,yes,cellular,14,may,367,2,289,19,failure,no
413,46,blue-collar,married,primary,no,494,yes,no,cellular,15,may,131,3,365,1,other,no
414,34,technician,married,tertiary,no,0,no,no,cellular,6,oct,89,1,133,1,failure,no
415,39,management,married,tertiary,no,63,yes,no,cellular,16,apr,479,1,330,1,failure,no
416,46,management,divorced,tertiary,no,4629,no,no,cellular,1,jun,67,1,41,1,failure,no
417,33,blue-collar,married,primary,no,331,yes,no,cellular,9,apr,435,2,314,3,failure,no
418,60,admin.,divorced,secondary,no,663,no,yes,cellular,30,jan,385,3,197,1,other,no
419,52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure,no
420,58,retired,single,secondary,no,-158,yes,no,cellular,5,feb,55,1,8,1,other,no
421,43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,146,2,151,14,failure,no
422,37,management,married,tertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,no
423,28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no
424,52,services,divorced,secondary,no,12,yes,no,cellular,6,may,78,1,170,1,failure,no
425,32,management,single,tertiary,no,347,yes,no,cellular,18,may,213,1,264,6,failure,no
426,38,blue-collar,married,secondary,no,1731,yes,yes,cellular,14,may,162,2,350,4,failure,no
427,35,technician,divorced,secondary,no,2823,yes,no,cellular,2,jun,102,4,96,2,failure,no
428,30,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271,1,349,4,failure,no
429,44,blue-collar,married,secondary,no,466,yes,yes,cellular,14,may,158,5,350,1,other,no
430,32,management,married,tertiary,no,-149,no,no,cellular,5,feb,93,1,8,1,other,no
431,43,services,single,secondary,no,518,yes,no,cellular,11,may,295,1,370,1,failure,no
432,31,blue-collar,single,secondary,no,648,yes,yes,cellular,20,apr,153,1,347,1,failure,no
433,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,no
434,47,blue-collar,married,primary,no,-287,yes,no,cellular,13,may,201,1,348,3,failure,no
435,31,management,married,secondary,no,678,yes,no,cellular,29,jan,249,1,259,4,failure,no
436,25,services,married,secondary,no,121,yes,no,cellular,18,may,477,3,356,3,other,no
437,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
438,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
439,38,blue-collar,married,primary,no,1455,yes,no,telephone,12,may,101,2,356,2,failure,no
440,53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no
441,39,services,married,secondary,no,-762,yes,yes,cellular,8,may,40,6,343,2,failure,no
442,31,entrepreneur,single,tertiary,no,734,yes,no,cellular,7,may,295,1,168,4,other,no
443,44,blue-collar,married,primary,no,186,yes,no,cellular,13,may,152,1,370,1,failure,no
444,43,admin.,divorced,secondary,no,146,yes,no,cellular,7,may,274,3,358,2,failure,no
445,57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
446,34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no
447,46,technician,married,secondary,no,15120,no,no,cellular,21,nov,27,3,108,3,other,no
448,37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682,2,85,7,success,no
449,33,services,single,secondary,no,450,yes,no,cellular,15,may,148,2,365,2,other,no
450,31,services,divorced,secondary,no,62,yes,no,cellular,12,may,56,3,351,3,other,no
451,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure,no
452,28,admin.,single,secondary,no,-215,yes,no,cellular,15,may,188,1,360,3,failure,no
453,64,retired,divorced,primary,no,1840,no,no,cellular,25,nov,237,1,85,4,other,no
454,37,services,married,secondary,no,4954,yes,no,cellular,14,may,290,4,356,3,other,no
455,58,blue-collar,married,secondary,no,8195,yes,no,cellular,16,apr,104,1,332,2,failure,no
456,53,services,married,primary,no,2618,yes,no,cellular,5,may,185,2,165,2,failure,no
457,50,blue-collar,married,primary,no,0,yes,no,cellular,11,may,503,3,339,2,failure,no
458,38,management,married,tertiary,no,1354,yes,no,cellular,8,jun,127,3,130,2,failure,no
459,47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,no
460,33,technician,single,secondary,no,0,yes,yes,cellular,9,feb,47,2,12,4,other,no
461,37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure,no
462,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
463,46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
464,32,blue-collar,single,secondary,no,760,yes,no,cellular,16,apr,445,1,148,2,other,no
465,47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
466,40,management,married,tertiary,no,384,no,no,cellular,20,apr,200,3,327,2,failure,no
467,40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,no
468,33,admin.,divorced,secondary,no,-331,yes,yes,cellular,11,may,186,2,350,3,failure,no
469,44,technician,married,secondary,no,-199,no,no,cellular,28,jan,692,2,247,3,failure,no
470,40,blue-collar,single,secondary,no,169,yes,no,cellular,20,apr,214,1,346,1,failure,no
471,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,no
472,35,management,married,secondary,no,2311,yes,no,cellular,5,may,659,1,167,1,failure,no
473,54,management,single,tertiary,no,2081,no,no,cellular,1,oct,395,2,108,1,failure,no
474,30,admin.,single,secondary,no,390,yes,no,cellular,17,apr,175,1,347,1,failure,no
475,25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure,no
476,38,management,married,tertiary,no,89,yes,no,cellular,14,may,71,1,360,10,failure,no
477,57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652,1,370,4,other,no
478,31,blue-collar,married,secondary,no,1981,yes,no,cellular,16,apr,198,1,268,2,failure,no
479,28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
480,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
481,43,admin.,married,secondary,no,24,yes,no,cellular,7,may,183,4,357,2,other,no
482,35,technician,married,secondary,no,580,yes,no,cellular,2,nov,180,2,171,1,failure,no
483,44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other,no
484,26,admin.,single,secondary,no,125,no,no,cellular,4,aug,92,1,118,6,other,no
485,33,technician,single,secondary,no,287,yes,no,cellular,14,may,97,1,358,8,failure,no
486,32,services,married,secondary,no,393,no,no,cellular,6,apr,211,2,266,2,failure,no
487,37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,638,4,266,1,failure,no
488,34,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,32,1,181,1,failure,no
489,53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
490,45,admin.,married,secondary,no,1435,yes,no,cellular,11,aug,201,1,103,1,failure,no
491,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,no
492,44,management,divorced,tertiary,no,36,no,no,cellular,26,oct,127,2,153,3,failure,no
493,55,unemployed,divorced,primary,no,-53,no,no,telephone,3,feb,225,4,6,3,other,no
494,50,blue-collar,married,primary,no,104,yes,no,cellular,17,apr,317,3,324,2,other,no
495,56,management,single,tertiary,no,1092,yes,yes,cellular,17,nov,176,3,186,4,failure,no
496,32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,other,no
497,45,unemployed,divorced,secondary,no,728,yes,yes,cellular,6,may,156,2,169,1,failure,no
498,39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,failure,no
499,50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure,no
500,44,unemployed,married,secondary,no,0,no,no,cellular,5,may,398,2,165,4,failure,no
501,51,blue-collar,married,primary,no,863,no,no,cellular,19,nov,169,1,189,2,other,no
502,35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
503,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
504,31,services,single,secondary,no,342,yes,no,cellular,15,may,117,5,366,7,other,no
505,51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
506,44,blue-collar,married,secondary,no,1311,yes,no,cellular,13,may,184,1,364,1,failure,no
507,30,self-employed,married,tertiary,yes,-1083,yes,no,cellular,6,may,401,1,336,2,failure,no
508,57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
509,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,no
510,30,management,single,tertiary,no,1761,yes,no,cellular,15,may,229,2,294,1,other,no
511,39,technician,married,secondary,no,3494,yes,no,cellular,19,nov,139,1,92,4,failure,no
512,27,technician,single,secondary,no,223,no,yes,cellular,29,jan,253,2,192,3,success,no
513,40,services,married,secondary,no,5248,yes,yes,cellular,20,nov,194,4,188,8,other,no
514,52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
515,35,blue-collar,married,secondary,no,2643,yes,no,cellular,2,apr,96,3,330,1,other,no
516,31,admin.,single,secondary,no,1270,yes,no,cellular,14,may,291,1,364,1,other,no
517,35,blue-collar,married,secondary,no,911,yes,no,cellular,14,may,136,2,175,7,failure,no
518,35,blue-collar,married,secondary,no,270,yes,yes,cellular,6,apr,332,2,335,1,failure,no
519,31,technician,married,tertiary,no,-256,yes,no,cellular,15,may,272,1,365,5,failure,no
520,35,blue-collar,married,secondary,no,2926,yes,no,cellular,8,apr,182,1,292,25,failure,no
521,30,technician,single,tertiary,no,3,yes,no,cellular,18,nov,54,1,195,1,failure,no
522,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
523,55,admin.,married,secondary,no,1102,yes,no,cellular,20,nov,195,1,189,2,failure,no
524,36,blue-collar,divorced,primary,yes,0,yes,no,cellular,11,may,97,2,305,1,failure,no
525,27,technician,single,tertiary,no,75,yes,yes,cellular,5,may,308,1,351,1,failure,no
526,34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,no
527,35,student,divorced,primary,no,2755,yes,no,cellular,14,may,177,2,345,3,other,no
528,33,technician,married,secondary,no,0,yes,no,cellular,9,feb,176,2,262,2,failure,no
529,41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,85,1,195,5,other,no
530,52,management,married,tertiary,no,0,yes,yes,cellular,7,may,541,3,343,5,failure,no
531,37,blue-collar,divorced,secondary,no,638,yes,no,cellular,8,may,326,1,326,2,success,no
532,53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,89,1,119,1,failure,no
533,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
534,45,technician,married,secondary,no,280,yes,no,cellular,4,may,562,3,168,2,other,no
535,41,blue-collar,married,secondary,no,1100,yes,no,cellular,18,nov,397,1,173,2,failure,no
536,54,management,married,secondary,no,2895,yes,no,cellular,9,feb,20,2,256,1,failure,no
537,30,admin.,married,secondary,no,779,yes,no,cellular,4,jun,156,2,17,3,other,no
538,57,services,married,secondary,no,5486,yes,no,cellular,11,may,86,7,285,3,failure,no
539,60,technician,married,secondary,no,478,no,no,cellular,29,jan,139,1,171,5,failure,no
540,52,technician,married,secondary,no,196,yes,yes,cellular,27,may,99,2,99,1,success,no
541,29,admin.,single,secondary,no,596,yes,no,cellular,18,may,172,2,346,6,failure,no
542,36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
543,48,blue-collar,married,secondary,no,7985,yes,no,cellular,11,may,232,2,347,1,failure,no
544,21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
545,30,blue-collar,married,secondary,no,-97,yes,yes,cellular,14,may,255,1,356,1,other,no
546,36,management,married,tertiary,no,521,no,yes,cellular,18,nov,135,2,152,1,other,no
547,32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125,1,368,4,failure,no
548,41,blue-collar,divorced,secondary,no,2540,yes,no,cellular,15,may,82,2,366,1,failure,no
549,28,blue-collar,married,tertiary,no,335,yes,no,cellular,14,may,256,1,322,3,success,no
550,53,management,married,tertiary,no,2578,no,no,cellular,19,nov,299,4,107,2,failure,no
551,36,technician,married,secondary,no,483,yes,no,cellular,11,may,179,1,304,2,failure,no
552,54,self-employed,married,primary,no,277,yes,no,cellular,19,nov,300,5,170,3,failure,no
553,32,blue-collar,married,secondary,no,822,yes,no,cellular,14,may,19,8,366,6,failure,no
554,31,blue-collar,single,secondary,no,1598,yes,no,cellular,11,may,152,2,305,1,success,no
555,34,management,married,tertiary,no,4859,no,no,cellular,20,aug,262,2,112,2,failure,no
556,31,admin.,married,secondary,no,-170,yes,yes,cellular,17,apr,252,1,326,1,failure,no
557,43,management,married,tertiary,no,9,yes,no,telephone,8,may,142,3,358,3,failure,no
558,37,blue-collar,married,secondary,no,982,yes,no,cellular,17,apr,127,1,282,2,failure,no
559,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,no
560,44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,other,no
561,37,services,married,primary,yes,-483,yes,yes,cellular,6,may,222,2,168,3,failure,no
562,32,blue-collar,single,secondary,no,53,yes,no,cellular,6,may,153,1,169,2,failure,no
563,32,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
564,58,management,married,primary,no,1052,yes,no,cellular,7,may,147,1,359,4,failure,no
565,36,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,1,96,4,failure,no
566,44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,2,202,1,failure,no
567,38,technician,married,secondary,no,1442,yes,no,cellular,3,jun,113,1,119,1,failure,no
568,29,admin.,single,secondary,no,2768,yes,no,cellular,29,jan,69,1,241,4,failure,no
569,32,technician,single,tertiary,no,392,yes,no,cellular,1,apr,957,2,131,2,failure,no
570,34,blue-collar,married,secondary,no,1134,yes,no,cellular,17,apr,408,1,329,2,failure,no
571,40,self-employed,married,tertiary,no,3059,yes,yes,cellular,18,nov,41,1,182,1,failure,no
572,44,admin.,married,secondary,no,429,yes,no,cellular,28,jan,99,1,246,4,failure,no
573,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
574,54,management,married,tertiary,no,6525,yes,no,cellular,17,apr,231,1,149,4,failure,no
575,30,services,divorced,secondary,no,1336,yes,no,cellular,18,may,13,3,355,5,failure,no
576,51,unemployed,married,tertiary,no,1801,no,no,cellular,2,jul,82,1,77,3,success,no
577,59,retired,married,secondary,no,1035,yes,yes,cellular,1,apr,126,2,239,1,failure,no
578,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
579,58,technician,married,secondary,no,629,yes,no,cellular,3,feb,193,3,265,2,failure,no
580,37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
581,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,no
582,34,services,married,secondary,no,-508,yes,no,cellular,21,nov,144,6,185,2,failure,no
583,37,blue-collar,married,primary,no,240,yes,no,cellular,11,may,259,1,370,2,other,no
584,30,admin.,single,secondary,no,43,yes,no,cellular,14,may,91,1,370,2,failure,no
585,46,technician,divorced,tertiary,no,0,yes,no,cellular,21,nov,234,5,102,5,failure,no
586,34,technician,single,tertiary,no,144,yes,yes,cellular,21,jul,213,3,89,16,failure,no
587,36,blue-collar,married,primary,no,356,yes,yes,cellular,12,may,692,4,172,4,other,no
588,32,blue-collar,single,secondary,no,118,yes,no,cellular,18,nov,216,1,124,1,success,no
589,37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,74,1,14,9,failure,no
590,33,blue-collar,married,secondary,no,20,yes,yes,cellular,13,may,259,1,370,3,failure,no
591,39,management,single,tertiary,no,2651,no,no,cellular,6,apr,139,2,136,5,other,no
592,54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure,no
593,33,blue-collar,single,secondary,no,1925,yes,no,cellular,8,may,87,2,67,2,failure,no
594,54,admin.,married,secondary,no,3729,no,yes,cellular,18,nov,597,2,116,1,other,no
595,41,entrepreneur,married,tertiary,no,10,yes,no,cellular,8,may,196,2,172,2,other,no
596,45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success,no
597,28,services,single,secondary,no,102,no,no,cellular,15,jun,64,1,89,3,other,no
598,27,blue-collar,single,secondary,no,940,yes,no,cellular,15,may,141,1,343,3,failure,no
599,32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
600,37,blue-collar,divorced,secondary,no,-59,yes,no,cellular,15,may,169,1,352,1,failure,no
601,38,services,divorced,secondary,no,6182,yes,no,cellular,14,may,484,3,177,1,other,no
602,36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no
603,38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,other,no
604,43,blue-collar,married,secondary,no,1927,yes,no,cellular,20,apr,149,1,152,1,failure,no
605,36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
606,37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,no
607,30,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,no
608,33,admin.,single,secondary,no,422,yes,no,cellular,12,may,235,2,361,2,failure,no
609,35,blue-collar,married,secondary,no,253,yes,no,cellular,15,may,452,1,345,1,other,no
610,36,technician,married,tertiary,no,62,no,no,cellular,21,nov,50,2,121,2,failure,no
611,56,retired,married,secondary,no,2749,yes,yes,cellular,17,nov,38,1,172,2,failure,no
612,56,services,married,secondary,no,642,yes,no,cellular,30,jan,16,1,2,3,other,no
613,33,technician,married,secondary,no,359,yes,no,cellular,20,apr,210,1,242,1,other,no
614,41,services,married,secondary,no,121,yes,no,cellular,17,apr,41,1,324,1,other,no
615,47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,failure,no
616,33,management,divorced,tertiary,no,47,no,no,cellular,18,may,47,3,178,3,failure,no
617,30,blue-collar,divorced,secondary,no,292,yes,no,cellular,7,may,381,1,335,5,other,no
618,30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,445,1,223,1,failure,no
619,24,admin.,single,secondary,no,99,no,no,cellular,4,may,65,3,89,3,failure,no
